House_election
geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type, solid_republic,solid_democratic,likely_republic,likely_democratic,lean_republic,lean_democratic
IL-11,Illinois 11th,5.4025,94.5975,58.1216,41.8784, Democrats, Forecast,,,,,,
IL-01,Illinois 1st,0.1375000000000000,99.8625,66.84702,33.15299, Democrats, Forecast,,,,,,
IL-12,Illinois 12th,99.9725,0.0275,28.4925,71.5075, Republicans, Forecast,,,,,,
IL-13,Illinois 13th,34.62,65.38000000000000,51.52681,48.47319, Democrats, Forecast,,,,,,
IL-14,Illinois 14th,9.745,90.255,56.37106,43.62894, Democrats, Forecast,,,,,,
IL-15,Illinois 15th,99.945,0.055,29.94934,70.05067, Republicans, Forecast,,,,,,
IL-16,Illinois 16th,99.52,0.48,35.60175,64.39825, Republicans, Forecast,,,,,,
IL-17,Illinois 17th,35.075,64.925,51.36192,48.63808, Democrats, Forecast,,,,,,
IL-02,Illinois 2nd,0.03500000000000000,99.965,69.76914,30.23086, Democrats, Forecast,,,,,,
IL-03,Illinois 3rd,0.3275,99.6725,65.00168,34.99832, Democrats, Forecast,,,,,,
IL-04,Illinois 4th,0.04,99.96000000000000,69.77187,26.75899, Democrats, Forecast,,,,,,
IL-05,Illinois 5th,0.1150000000000000,99.885,66.93587,29.68418, Democrats, Forecast,,,,,,
IL-06,Illinois 6th,9.817500000000000,90.1825,56.54104,43.45896, Democrats, Forecast,,,,,,
IL-07,Illinois 7th,0.0,100.0,100.0,0.0, Democrats, Forecast,,,,,,
IL-08,Illinois 8th,16.8875,83.1125,53.97502,46.02498, Democrats, Forecast,,,,,,
IL-09,Illinois 9th,0.0775,99.9225,69.44574,30.55426, Democrats, Forecast,,,,,,
IN-01,Indiana 1st,14.4075,85.5925,54.09801,45.90199, Democrats, Forecast,,,,,,
IN-02,Indiana 2nd,97.17,2.83,37.84099,58.32521, Republicans, Forecast,,,,,,
IN-03,Indiana 3rd,99.875,0.1225,30.79605,65.8334, Republicans, Forecast,,,,,,
IN-04,Indiana 4th,99.83,0.1700000000000000,32.76223,67.23776, Republicans, Forecast,,,,,,
IN-05,Indiana 5th,99.1925,0.8075000000000000,36.79944,63.20056, Republicans, Forecast,,,,,,
IN-06,Indiana 6th,99.9225,0.0775,31.38179,68.61821, Republicans, Forecast,,,,,,
IN-07,Indiana 7th,0.0625,99.9375,67.59143,29.00947, Democrats, Forecast,,,,,,
IN-08,Indiana 8th,99.8725,0.1275,30.48307,66.12946, Republicans, Forecast,,,,,,
IN-09,Indiana 9th,98.54,1.455,36.60145,59.51885, Republicans, Forecast,,,,,,
KS-01,Kansas 1st,99.8575,0.1425,32.49638,67.50362, Republicans, Forecast,,,,,,
KS-02,Kansas 2nd,91.65000000000000,8.35,44.00856,55.99144, Republicans, Forecast,,,,,,
KS-03,Kansas 3rd,10.695,89.3025,52.77414,44.36786, Democrats, Forecast,,,,,,
KS-04,Kansas 4th,99.7275,0.2725,34.54271,65.45729, Republicans, Forecast,,,,,,
KY-01,Kentucky 1st,99.96000000000000,0.04,29.43213,70.56787, Republicans, Forecast,,,,,,
KY-02,Kentucky 2nd,99.9375,0.0625,31.38181,68.61819, Republicans, Forecast,,,,,,
KY-03,Kentucky 3rd,4.0825,95.9175,58.4895,41.5105, Democrats, Forecast,,,,,,
KY-04,Kentucky 4th,99.8975,0.1025,31.05403,65.84125, Republicans, Forecast,,,,,,
KY-05,Kentucky 5th,99.995,0.005,23.96794,76.03206, Republicans, Forecast,,,,,,
KY-06,Kentucky 6th,97.6125,2.3875,40.09931,59.90069, Republicans, Forecast,,,,,,
LA-01,Louisiana 1st,99.97500000000000,0.0225,28.19897,68.78322, Republicans, Forecast,,,,,,
LA-02,Louisiana 2nd,0.0,100.0,76.32756,0.0, Democrats, Forecast,,,,,,
LA-03,Louisiana 3rd,90.1675,0.5125000000000000,18.83051,32.01469, Republicans, Forecast,,,,,,
LA-04,Louisiana 4th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
LA-05,Louisiana 5th,92.50500000000000,0.515,15.3974,38.17305, Republicans, Forecast,,,,,,
LA-06,Louisiana 6th,100.0,0.0,0.0,70.32886, Republicans, Forecast,,,,,,
MA-01,Massachusetts 1st,0.95,99.05000000000000,63.31956,36.68044, Democrats, Forecast,,,,,,
MA-02,Massachusetts 2nd,0.33,99.67,66.44457,33.55543, Democrats, Forecast,,,,,,
MA-03,Massachusetts 3rd,0.5275,99.4725,64.66912,35.33088, Democrats, Forecast,,,,,,
MA-04,Massachusetts 4th,0.0,100.0,100.0,0.0, Democrats, Forecast,,,,,,
MA-05,Massachusetts 5th,0.0125,99.9875,73.70354,26.29645, Democrats, Forecast,,,,,,
MA-06,Massachusetts 6th,0.6175000000000000,99.3825,63.29513,33.31831, Democrats, Forecast,,,,,,
MA-07,Massachusetts 7th,0.0,100.0,81.56947,0.0, Democrats, Forecast,,,,,,
MA-08,Massachusetts 8th,0.1275,99.8725,67.85662,32.14338, Democrats, Forecast,,,,,,
MA-09,Massachusetts 9th,1.7375,98.2625,61.82048,38.17952, Democrats, Forecast,,,,,,
MD-01,Maryland 1st,99.52500000000000,0.475,34.05053,62.5946, Republicans, Forecast,,,,,,
MD-02,Maryland 2nd,7.1275,92.8725,55.7819,44.2181, Democrats, Forecast,,,,,,
MD-03,Maryland 3rd,2.525,97.475,60.22466,39.77534, Democrats, Forecast,,,,,,
MD-04,Maryland 4th,0.0025,99.99750000000000,78.48692,21.51308, Democrats, Forecast,,,,,,
MD-05,Maryland 5th,0.1525,99.8475,66.16603,33.83397, Democrats, Forecast,,,,,,
MD-06,Maryland 6th,28.605,71.395,51.99883,48.00117, Democrats, Forecast,,,,,,
MD-07,Maryland 7th,0.0,100.0,75.87878,0.0, Democrats, Forecast,,,,,,
MD-08,Maryland 8th,0.005,99.995,73.06474,23.2877, Democrats, Forecast,,,,,,
ME-01,Maine 1st,0.2075,99.79250000000000,63.42194,36.57806, Democrats, Forecast,,,,,,
ME-02,Maine 2nd,22.3925,77.605,51.26486,45.04176, Democrats, Forecast,,,,,,
MI-10,Michigan 10th,82.22750000000000,17.7725,44.44625,51.39138, Republicans, Forecast,,,,,,
MI-11,Michigan 11th,2.1575,97.8425,60.49301,39.50699, Democrats, Forecast,,,,,,
MI-01,Michigan 1st,99.035,0.9650000000000000,35.1392,61.46135, Republicans, Forecast,,,,,,
MI-12,Michigan 12th,0.0125,99.9875,70.60982,26.16767, Democrats, Forecast,,,,,,
MI-13,Michigan 13th,0.1025,99.8975,66.62762,29.14807, Democrats, Forecast,,,,,,
MI-02,Michigan 2nd,99.66000000000000,0.3375,32.40704,64.4957, Republicans, Forecast,,,,,,
MI-03,Michigan 3rd,38.845,61.155,49.03916,46.88339, Democrats, Forecast,,,,,,
MI-04,Michigan 4th,94.3925,5.6075,40.2401,56.51247, Republicans, Forecast,,,,,,
MI-05,Michigan 5th,99.575,0.425,33.42712,63.13529, Republicans, Forecast,,,,,,
MI-06,Michigan 6th,0.88,99.12000000000000,63.06045,36.93955, Democrats, Forecast,,,,,,
MI-07,Michigan 7th,17.1925,82.80500000000000,51.96915,45.3035, Democrats, Forecast,,,,,,
MI-08,Michigan 8th,31.0625,68.9375,50.18943,46.6373, Democrats, Forecast,,,,,,
MI-09,Michigan 9th,99.82,0.18,31.06874,65.43063, Republicans, Forecast,,,,,,
MN-01,Minnesota 1st,90.405,9.595000000000000,43.20295,52.63792, Republicans, Forecast,,,,,,
MN-02,Minnesota 2nd,35.3425,64.655,49.74258,47.23064, Democrats, Forecast,,,,,,
MN-03,Minnesota 3rd,4.0375,95.96250000000000,57.10993,42.89007, Democrats, Forecast,,,,,,
MN-04,Minnesota 4th,0.155,99.845,67.2991,32.7009, Democrats, Forecast,,,,,,
MN-05,Minnesota 5th,0.0,100.0,76.42875,0.0, Democrats, Forecast,,,,,,
MN-06,Minnesota 6th,99.3925,0.6075000000000000,36.43774,63.56226, Republicans, Forecast,,,,,,
MN-07,Minnesota 7th,99.8275,0.1725,30.15783,66.19727, Republicans, Forecast,,,,,,
MN-08,Minnesota 8th,97.0475,2.9525,40.08385,59.91615, Republicans, Forecast,,,,,,
MO-01,Missouri 1st,0.005,99.99250000000000,73.39395,23.19257, Democrats, Forecast,,,,,,
MO-02,Missouri 2nd,98.275,1.725,37.49035,59.46312, Republicans, Forecast,,,,,,
MO-03,Missouri 3rd,99.86750000000000,0.1325,33.12003,66.87997, Republicans, Forecast,,,,,,
MO-04,Missouri 4th,99.8075,0.1925,31.14599,64.96441, Republicans, Forecast,,,,,,
MO-05,Missouri 5th,0.7075,99.29250000000000,61.14625,35.76208, Democrats, Forecast,,,,,,
MO-06,Missouri 6th,99.97500000000000,0.025,28.20198,68.48631, Republicans, Forecast,,,,,,
MO-07,Missouri 7th,99.91500000000000,0.08500000000000000,30.11171,65.97243, Republicans, Forecast,,,,,,
MO-08,Missouri 8th,99.99750000000000,0.0025,23.43851,73.10957, Republicans, Forecast,,,,,,
MS-01,Mississippi 1st,99.8975,0.1025,32.35414,67.64586, Republicans, Forecast,,,,,,
MS-02,Mississippi 2nd,0.3575,99.6425,65.48132,34.51868, Democrats, Forecast,,,,,,
MS-03,Mississippi 3rd,99.7325,0.2675000000000000,34.88255,65.11745, Republicans, Forecast,,,,,,
MS-04,Mississippi 4th,99.79,0.21,32.28428,64.40417, Republicans, Forecast,,,,,,
MT-01,Montana 1st,82.665,17.33,44.67096,51.40514, Republicans, Forecast,,,,,,
MT-02,Montana 2nd,96.4775,3.5225,36.64739,55.36558, Republicans, Forecast,,,,,,
NC-10,North Carolina 10th,99.96000000000000,0.04,29.66174,70.33826, Republicans, Forecast,,,,,,
NC-11,North Carolina 11th,78.965,21.03000000000000,44.96108,51.79512, Republicans, Forecast,,,,,,
NC-01,North Carolina 1st,17.7925,82.2075,53.45452,46.54548, Democrats, Forecast,,,,,,
NC-12,North Carolina 12th,0.29,99.71,64.659,35.34099, Democrats, Forecast,,,,,,
NC-13,North Carolina 13th,44.4375,55.5625,50.44689,49.55311, Democrats, Forecast,,,,,,
NC-14,North Carolina 14th,19.215,80.785,54.08043,45.91957, Democrats, Forecast,,,,,,
NC-02,North Carolina 2nd,0.4725,99.5275,64.12558,35.87442, Democrats, Forecast,,,,,,
NC-03,North Carolina 3rd,99.7325,0.2675000000000000,34.68513,65.31487, Republicans, Forecast,,,,,,
NC-04,North Carolina 4th,0.6,99.4,62.78724,37.21276, Democrats, Forecast,,,,,,
NC-05,North Carolina 5th,99.335,0.6650000000000000,36.3713,63.6287, Republicans, Forecast,,,,,,
NC-06,North Carolina 6th,9.3875,90.6125,53.63754,43.7196, Democrats, Forecast,,,,,,
NC-07,North Carolina 7th,97.555,2.445,39.63666,60.36334, Republicans, Forecast,,,,,,
NC-08,North Carolina 8th,99.94,0.06,31.18806,68.81194, Republicans, Forecast,,,,,,
NC-09,North Carolina 9th,95.98,4.02,41.12711,58.87289, Republicans, Forecast,,,,,,
ND-01, ,97.7125,0.0,0.0,57.84552, Republicans, Forecast,,,,,,
NE-01,Nebraska 1st,98.5575,1.4425,38.32287,61.67713, Republicans, Forecast,,,,,,
NE-02,Nebraska 2nd,82.39750000000000,17.6025,46.63523,53.36477, Republicans, Forecast,,,,,,
NE-03,Nebraska 3rd,99.99750000000000,0.0025,23.04659,73.05238, Republicans, Forecast,,,,,,
NH-01,New Hampshire 1st,25.8675,74.13250000000000,52.16471,47.83529, Democrats, Forecast,,,,,,
NH-02,New Hampshire 2nd,18.6325,81.3675,53.00393,46.99607, Democrats, Forecast,,,,,,
NJ-10,New Jersey 10th,0.0025,99.99750000000000,74.17053,21.88721, Democrats, Forecast,,,,,,
NJ-11,New Jersey 11th,6.7875,93.21250000000000,56.4958,40.75431, Democrats, Forecast,,,,,,
NJ-01,New Jersey 1st,8.0625,91.9375,54.36818,42.61419, Democrats, Forecast,,,,,,
NJ-12,New Jersey 12th,0.3,99.69750000000000,64.03151,33.04945, Democrats, Forecast,,,,,,
NJ-02,New Jersey 2nd,96.67,3.33,38.96717,57.92416, Republicans, Forecast,,,,,,
NJ-03,New Jersey 3rd,17.9025,82.0975,51.93157,44.71461, Democrats, Forecast,,,,,,
NJ-04,New Jersey 4th,99.825,0.175,31.16834,64.85149, Republicans, Forecast,,,,,,
NJ-05,New Jersey 5th,11.2425,88.7575,54.54061,42.07851, Democrats, Forecast,,,,,,
NJ-06,New Jersey 6th,4.02,95.98,57.51542,39.01598, Democrats, Forecast,,,,,,
NJ-07,New Jersey 7th,62.64000000000000,37.36,48.65603,51.34397, Republicans, Forecast,,,,,,
NJ-08,New Jersey 8th,0.2425,99.7575,64.96107,29.82975, Democrats, Forecast,,,,,,
NJ-09,New Jersey 9th,3.1675,96.8325,58.26578,38.58333, Democrats, Forecast,,,,,,
NM-01,New Mexico 1st,4.9375,95.0625,58.19464,41.80536, Democrats, Forecast,,,,,,
NM-02,New Mexico 2nd,53.96500000000000,46.035,49.62668,50.37332, Republicans, Forecast,,,,,,
NM-03,New Mexico 3rd,9.5425,90.4575,56.62478,43.37522, Democrats, Forecast,,,,,,
NV-01,Nevada 1st,41.90250000000000,58.095,49.23031,47.77876, Democrats, Forecast,,,,,,
NV-02,Nevada 2nd,94.5725,5.427500000000000,41.74881,54.61867, Republicans, Forecast,,,,,,
NV-03,Nevada 3rd,48.105,51.895,50.14515,49.85485, Democrats, Forecast,,,,,,
NV-04,Nevada 4th,36.8,63.2,51.28143,48.71857, Democrats, Forecast,,,,,,
NY-10,New York 10th,0.0,100.0,78.55525,0.0, Democrats, Forecast,,,,,,
NY-11,New York 11th,85.81,14.19,45.7311,54.2689, Republicans, Forecast,,,,,,
NY-01,New York 1st,74.57250000000000,25.4275,46.62321,53.37679, Republicans, Forecast,,,,,,
NY-12,New York 12th,0.0025,99.99750000000000,78.43919,18.24213, Democrats, Forecast,,,,,,
NY-13,New York 13th,0.0,100.0,100.0,0.0, Democrats, Forecast,,,,,,
NY-14,New York 14th,0.0025,99.99750000000000,74.59045,22.20031, Democrats, Forecast,,,,,,
NY-15,New York 15th,0.0,100.0,80.94563,0.0, Democrats, Forecast,,,,,,
NY-16,New York 16th,0.0375,99.9625,70.12805,29.87195, Democrats, Forecast,,,,,,
NY-17,New York 17th,35.64500000000000,64.35500000000000,51.49099,48.50901, Democrats, Forecast,,,,,,
NY-18,New York 18th,13.9275,86.07250000000000,55.29078,44.70922, Democrats, Forecast,,,,,,
