geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  CA-24, كاليفورنيا 24, 0.6325, 99.36749999999999,63.9, 36.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, براد ألين, Salud Carbajal
  CA-25, كاليفورنيا 25, 4.36, 95.64,58.9, 41.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بريان إي هوكينز, راؤول رويز
  CA-26, كاليفورنيا 26, 12.575, 87.425,54.6, 45.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مات جاكوبس, جوليا براونلي
  CA-27, كاليفورنيا 27, 54.7875, 45.2125,49.5, 50.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك جارسيا, كريستي سميث
  CA-28, كاليفورنيا 28, 0.1925, 99.8075,67.0, 33.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ويس هولمان, جودي تشو
  CA-29, كاليفورنيا 29, 0.0, 99.7025,64.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, توني كارديناس
  CA-30, كاليفورنيا 30, 0.0, 100.0,75.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, آدم ب. شيف
  CA-31, كاليفورنيا 31, 0.3675, 99.63250000000001,66.3, 33.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دانيال بوسيك مارتينيز, جريس إف نابوليتانو
  CA-03, كاليفورنيا الثالثة, 82.4225, 17.57749999999999,45.4, 54.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيفن كيلي, كيرميت جونز
  CA-32, كاليفورنيا 32, 0.06, 99.94,70.3, 29.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لوسي لابوانت فولوتزكي, براد شيرمان
  CA-33, كاليفورنيا 33, 1.18, 98.82,63.6, 36.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون مارك بورتر, بيت أجيلار
  CA-34, كاليفورنيا 34, 0.0, 78.9125,54.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيمي جوميز
  CA-35, كاليفورنيا 35, 0.385, 99.615,65.2, 34.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايك كارجيل, نورما جيه توريس
  CA-36, كاليفورنيا 36, 0.0325, 99.9675,71.3, 28.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو إي كولينز الثالث, تيد دبليو ليو
  CA-37, كاليفورنيا 37, 0.0, 99.42750000000001,63.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, سيدني كاملاجر
  CA-38, كاليفورنيا 38, 0.29, 99.71,65.9, 34.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك جيه تشينج, ليندا تي سانشيز
  CA-39, كاليفورنيا 39, 1.0825, 98.9175,63.8, 36.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أجا سميث, مارك تاكانو
  CA-40, كاليفورنيا 40, 91.705, 8.295,44.4, 55.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, يونغ كيم, عاصف محمود
  CA-41, كاليفورنيا 41, 92.4925, 7.5075,44.7, 55.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كين كالفيرت, ويل رولينز
  CA-04, كاليفورنيا الرابعة, 0.12, 99.88,67.2, 32.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مات بروك, مايك طومسون
  CA-42, كاليفورنيا 42, 0.1575, 99.8425,69.0, 31.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون بريسكو, روبرت جارسيا
  CA-43, كاليفورنيا 43, 0.0, 100.0,80.2, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ماكسين ووترز
  CA-44, كاليفورنيا 44, 0.0, 100.0,74.1, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, نانيت دياز باراجان
  CA-45, كاليفورنيا 45, 78.8875, 21.1125,45.8, 54.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ميشيل ستيل, جاي إف تشن
  CA-46, كاليفورنيا 46, 0.295, 99.705,66.7, 33.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستوفر جي جونزاليس, لو كوريا
  CA-47, كاليفورنيا 47, 14.14999999999999, 85.85000000000001,55.6, 44.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوت بوغ, كاتي بورتر
  CA-48, كاليفورنيا 48, 99.5425, 0.4575,35.2, 64.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, داريل عيسى, ستيفن هولاهان
  CA-49, كاليفورنيا 49, 19.175, 80.825,52.9, 47.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بريان ماريوت, مايك ليفين
  CA-50, كاليفورنيا 50, 0.2225, 99.7775,65.5, 34.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كوري جوستافسون, سكوت بيترز
  CA-51, كاليفورنيا 51, 0.8049999999999999, 99.195,63.1, 36.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستان كابلان, سارة جاكوبس
  CA-05, كاليفورنيا 5, 99.33999999999999, 0.66,36.6, 63.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم مكلينتوك, مايكل ج. &quot;مايك&quot; باركلي
  CA-52, كاليفورنيا 52, 0.08499999999999999, 99.91499999999999,69.5, 30.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر جيفيني, خوان فارغاس
  CA-06, كاليفورنيا 6, 3.8875, 96.1125,59.1, 40.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تاميكا هاميلتون, عامي بيرا
  CA-07, كاليفورنيا 7, 0.08750000000000001, 99.91250000000001,68.1, 31.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماكس سيمينينكو, دوريس ماتسوي
  CA-08, كاليفورنيا 8, 0.0, 100.0,75.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جون جاراميندي
  CA-09, كاليفورنيا 9, 32.5175, 67.4825,52.0, 48.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم باتي, جوش هاردر
  CO-01, كولورادو 1, 0.005, 99.995,75.1, 20.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جينيفر كالتري, ديانا ديجيت
  CO-02, كولورادو 2, 0.0675, 99.9325,66.0, 29.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارشال داوسون, جو نجوز
  CO-03, كولورادو 3, 82.845, 17.155,46.2, 53.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لورين بويبرت, آدم فريش
  CO-04, كولورادو الرابعة, 99.76, 0.24,32.2, 64.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كين باك, آيك مكوركل
  CO-05, كولورادو الخامس, 99.5, 0.5,33.8, 62.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دوج لامبورن, ديفيد توريس
  CO-06, كولورادو 6, 2.3775, 97.6225,58.8, 37.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن موناهان, جايسون كرو
  CO-07, كولورادو 7, 32.2725, 67.72749999999999,49.4, 46.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك آدلاند, بريتاني بيترسين
  CO-08, كولورادو 8, 74.715, 25.285,45.6, 50.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باربرا كيركمير, ياديرا كارافيو
  CT-01, كونيتيكت 1, 0.8775, 99.1225,61.5, 35.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لاري لازور, جون ب. لارسون
  CT-02, كونيتيكت 2, 2.2125, 97.78750000000001,56.7, 40.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايك فرنسا, جو كورتني
  CT-03, كونيتيكت الثالثة, 4.195, 95.80499999999999,57.5, 39.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ليزلي دينارديس, روزا إل ديلورو
  CT-04, كونيتيكت الرابعة, 2.0875, 97.91250000000001,58.3, 41.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جايمي ستيفنسون, جيم هيمز
  CT-05, كونيتيكت 5, 41.9225, 58.0775,50.7, 49.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جورج لوجان, جهانا هايز
  DE-AL, ولاية ديلاوير At-Large, 3.505, 96.495,55.1, 41.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لي ميرفي, ليزا بلانت روتشستر
  FL-10, فلوريدا العاشر, 0.8125, 99.1875,61.1, 35.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كالفين ب. ويمبيش, ماكسويل اليخاندرو فروست
  FL-11, فلوريدا 11, 99.335, 0.6649999999999999,35.4, 61.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دانيال ويبستر, شانت مونز
  FL-01, فلوريدا 1, 96.9775, 3.0225,41.2, 58.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مات جايتز, ربيكا جونز
  FL-12, فلوريدا 12, 99.91, 0.09,31.2, 68.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوس مايكل بيليراكيس, كيمبرلي ووكر
  FL-13, فلوريدا 13, 66.725, 33.275,47.1, 50.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آنا بولينا لونا, اريك لين
  FL-14, فلوريدا 14, 2.9575, 97.0425,59.8, 40.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس جادج, كاثي كاستور
  FL-15, فلوريدا 15, 81.72500000000001, 18.275,46.7, 53.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لوريل لي, آلان إم كوهن
  FL-16, فلوريدا 16, 98.1975, 1.8025,39.2, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فيرن بوكانان, جان شنايدر
  FL-17, فلوريدا 17, 99.36749999999999, 0.63,34.7, 62.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج ستيوب, أندريا دوريا كالي
  FL-18, فلوريدا 18, 99.9875, 0.0,0.0, 84.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سكوت فرانكلين, حزب ديمقراطي
  FL-19, فلوريدا 19, 99.7875, 0.2125,34.1, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بايرون دونالدز, سيندي بانياي
  FL-20, فلوريدا 20, 0.01, 99.99,75.4, 24.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, درو مونتيز كلارك, شيلا تشيرفيلوس ماكورميك
  FL-21, فلوريدا 21, 98.215, 1.785,39.2, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بريان ماست, كورينا بالديراموس روبنسون
  FL-02, فلوريدا 2, 87.3625, 12.6375,45.9, 54.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيل دن, آل لوسون
  FL-22, فلوريدا 22, 2.8125, 97.1875,60.1, 39.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دان فرانزيس, لويس فرانكل
  FL-23, فلوريدا 23, 24.595, 75.405,51.7, 44.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو بود, جاريد موسكوفيتش
  FL-24, فلوريدا 24, 0.0075, 99.99249999999999,76.1, 23.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيسوس جي نافارو, فريدريكا ويلسون
  FL-25, فلوريدا 25, 1.4525, 98.5475,61.7, 38.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارلا سبالدينج, ديبي واسرمان شولتز
  FL-26, فلوريدا 26, 97.81, 2.19,38.6, 61.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريو دياز بالارت, كريستين ألكساندريا أوليفو
  FL-27, فلوريدا 27, 70.4425, 29.55749999999999,47.8, 52.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريا إلفيرا سالازار, أنيت تادو
  FL-28, فلوريدا 28, 91.23750000000001, 8.7625,44.1, 55.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كارلوس أ جيمينيز, روبرت أسينسيو
  FL-03, فلوريدا الثالثة, 99.02499999999999, 0.975,36.5, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كات كاماك, دانييل هوك
  FL-04, فلوريدا الرابعة, 94.45750000000001, 5.5425,44.4, 55.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آرون بين, LaShonda &quot;L.J.&quot; هولواي
  FL-05, فلوريدا الخامس, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون رذرفورد, حزب ديمقراطي
  FL-06, فلوريدا 6, 99.99749999999999, 0.0,0.0, 83.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل والتز, حزب ديمقراطي
  FL-07, فلوريدا 7, 91.71249999999999, 8.2875,43.1, 56.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كوري ميلز, كارين جرين
  FL-08, فلوريدا 8, 99.46249999999999, 0.5375,35.6, 64.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل بوسي, جوان تيري
  FL-09, فلوريدا 9, 2.04, 97.96000000000001,60.9, 39.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوتي مور, دارين سوتو
  GA-10, جورجيا 10, 99.5775, 0.4225,36.3, 63.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك كولينز, تابيثا جونسون جرين
  GA-11, جورجيا 11, 99.7975, 0.2024999999999999,34.3, 65.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باري لودرميلك, انطونيو دازا
  GA-01, جورجيا 1, 99.30499999999999, 0.695,37.2, 62.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إيرل إل &quot;بادي&quot; كارتر, واد الرنجة
  GA-12, جورجيا 12, 98.82, 1.18,38.4, 61.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريك دبليو ألين, إليزابيث &quot;ليز&quot; جونسون
  GA-13, جورجيا 13, 0.0, 100.0,77.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ديفيد سكوت
  GA-14, جورجيا 14, 99.9875, 0.0125,26.5, 73.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارجوري تايلور جرين, زهور ماركوس
  GA-02, جورجيا الثانية, 18.57, 81.43,52.9, 47.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس ويست, سانفورد بيشوب
  GA-03, جورجيا الثالثة, 99.9725, 0.0275,29.5, 70.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, درو فيرجسون, فال المونورد
  GA-04, جورجيا الرابعة, 0.005, 99.995,75.8, 24.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوناثان شافيز, Henry C. &quot;Hank&quot; Johnson Jr.
  GA-05, جورجيا 5, 0.0, 100.0,79.5, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, نيكيما ويليامز
  GA-06, جورجيا 6, 98.52250000000001, 1.4775,38.6, 61.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريتش ماكورميك, بوب كريستيان
  GA-07, جورجيا 7, 2.162499999999999, 97.8375,60.8, 39.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارك غونسالفيس, لوسي ماكباث
  GA-08, جورجيا 8, 99.945, 0.055,30.9, 69.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أوستن سكوت, داريوس بتلر
  GA-09, جورجيا 9, 99.99249999999999, 0.0075,26.0, 74.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أندرو كلايد, مايكل &quot;مايك&quot; فورد
  HI-01, هاواي 1, 0.31, 99.69,67.8, 32.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كونراد كريس, إد حالة
  HI-02, هاواي 2, 1.0975, 98.9025,62.4, 33.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو أكانا, جيل إن توكودا
  IA-01, آيوا 1, 78.67, 21.33,47.0, 53.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريانيت ميلر ميكس, كريستينا بوهانان
  IA-02, ايوا 2, 78.8925, 21.1075,46.8, 53.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اشلي هينسون, ليز ماتيس
  IA-03, ايوا 3, 54.37499999999999, 45.625,49.6, 50.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, زاك نان, سيندي اكسن
  IA-04, ايوا 4, 99.7625, 0.2375,32.5, 64.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, راندي فينسترا, ريان ميلتون
  ID-01, ايداهو 1, 99.99749999999999, 0.0,0.0, 71.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روس فولشر, حزب ديمقراطي
  ID-02, ايداهو 2, 99.80499999999999, 0.1949999999999999,33.6, 66.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك سيمبسون, ويندي نورمان
  IL-10, إلينوي 10, 5.975, 94.025,56.4, 43.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوزيف سيفيرينو, براد شنايدر
  IL-11, إلينوي 11, 5.337499999999999, 94.66250000000001,58.2, 41.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كاتالينا لوف, بيل فوستر
  IL-01, إلينوي 1, 0.06, 99.94,69.0, 31.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك كارلسون, جوناثان إل جاكسون
  IL-12, إلينوي 12, 99.9875, 0.0125,26.6, 73.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك بوست, هوميروس &quot;تشيب&quot; ماركيل
  IL-13, إلينوي 13, 32.8725, 67.1275,51.7, 48.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ريجان ديرينج, نيكي بودزينسكي
  IL-14, إلينوي 14, 10.735, 89.265,56.2, 43.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوت ر.جريدر, لورين أندروود
  IL-15, إلينوي 15, 99.985, 0.015,28.2, 71.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماري ميلر, بول جيه لانج
  IL-16, إلينوي 16, 99.6925, 0.3075,34.6, 65.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دارين لحود, إليزابيث هديرلين
  IL-17, إلينوي 17, 33.8625, 66.1375,51.5, 48.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, استير جوي كينج, إريك سورنسن
  IL-02, إلينوي 2, 0.0325, 99.9675,71.1, 28.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توماس لينش, روبن كيلي
  IL-03, إلينوي 3, 0.1775, 99.8225,66.9, 33.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جاستن بوراو, ديليا راميريز
  IL-04, إلينوي 4, 0.015, 99.985,71.3, 25.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس فالاكوس, جيسوس &quot;تشوي&quot; جارسيا
  IL-05, إلينوي 5, 0.05, 99.95,68.0, 28.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تومي هانسون, مايك كويجلي
  IL-06, إلينوي 6, 9.9825, 90.0175,56.4, 43.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كيث بيكاو, شون كاستن
  IL-07, إلينوي 7, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, داني ك ديفيز
  IL-08, إلينوي 8, 16.865, 83.135,53.9, 46.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس دارجيس, رجا كريشنامورثي
  IL-09, إلينوي 9, 0.0325, 99.9675,70.7, 29.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماكسويل &quot;ماكس&quot; رايس, جانيس دي شاكوسكي
  IN-01, إنديانا 1, 14.2975, 85.7025,54.0, 46.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جينيفر روث جرين, فرانك ج
  IN-02, إنديانا 2, 98.275, 1.725,36.7, 59.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رودولف ياكيم, بول دي ستوري
  IN-03, إنديانا الثالثة, 99.9575, 0.04249999999999999,29.4, 67.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم بانكس, غاري إل سنايدر
  IN-04, إنديانا 4, 99.9175, 0.0825,31.4, 68.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم بيرد, روجر دي داي
  IN-05, إنديانا 5, 99.46249999999999, 0.5375,36.0, 64.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فيكتوريا سبارتز, جينين لي ليك
  IN-06, إنديانا 6, 99.965, 0.03499999999999999,29.8, 70.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج بنس, سينثيا &quot;سيندي&quot; ويرث
  IN-07, إنديانا 7, 0.0525, 99.9475,68.8, 27.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أنجيلا جرابوفسكي, أندريه دي كارسون
