geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  IL, إلينوي, 1.32, 98.6775,55.6, 41.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كاثي سالفي, تامي دكوورث
  IN, إنديانا, 82.865, 17.135,44.5, 52.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تود يونغ, توماس ماكديرموت
  KS, كانساس, 99.63499999999999, 0.365,38.3, 58.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيري موران, مارك ر هولاند
  KY, كنتاكي, 98.5575, 1.4425,40.6, 59.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, راند بول, تشارلز بوكر
  LA, لويزيانا, 92.9225, 1.065,10.8, 45.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون كينيدي, لوك ميكسون
  MD, ماريلاند, 0.445, 99.555,60.6, 39.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس شافي, كريس فان هولين
  MO, ميسوري, 95.66, 4.34,44.2, 53.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اريك شميت, ترودي بوش فالنتين
  NC, شمال كارولينا, 72.50750000000001, 27.49249999999999,47.7, 50.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تيد باد, شيري بيسلي
  ND, شمال داكوتا, 99.92, 0.08,27.2, 68.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون هوفين, كاترينا كريستيانسن
  NH, نيو هامبشاير, 28.59, 71.41,50.7, 47.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دونالد سي بولدوك, ماجي حسن
  NV, نيفادا, 58.15, 41.85,48.2, 49.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آدم بول لاكسالت, كاثرين كورتيز ماستو
  NY, نيويورك, 0.1725, 99.825,57.4, 40.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو بينيون, تشارلز إي شومر
  OH, أوهايو, 79.94250000000001, 20.0575,48.0, 52.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جي دي فانس, تيم رايان
  OK, أوكلاهوما, 99.4875, 0.5125000000000001,40.6, 56.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماركواين مولين, كندرا هورن
  OK, أوكلاهوما, 99.905, 0.095,38.0, 59.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيمس لانكفورد, ماديسون هورن
  OR, أوريغون, 1.04, 98.96000000000001,55.8, 40.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو راي بيركنز, رون وايدن
  PA, بنسلفانيا, 42.27, 57.73,49.4, 48.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, محمد عوز, جون فيترمان
  SC, كارولينا الجنوبية, 98.8175, 1.1825,40.3, 59.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تيم سكوت, كريستل ماثيوز
  SD, جنوب داكوتا, 99.945, 0.055,34.1, 62.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون ر.ثون, بريان ل
  UT, يوتا, 89.905, 0.0,0.0, 50.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك لي, حزب ديمقراطي
  VT, فيرمونت, 0.1475, 99.8525,60.4, 34.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيرالد مالوي, بيتر ولش
  WA, واشنطن, 11.635, 88.36500000000001,53.4, 46.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تيفاني سمايلي, باتي موراي
  WI, ولاية ويسكونسن, 73.955, 26.045,48.4, 51.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رون جونسون, مانديلا بارنز
