geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  AZ-05, أريزونا الخامس, 99.8325, 0.1675,31.4, 65.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آندي بيغز, خافيير راموس
  AZ-06, أريزونا 6, 70.155, 29.845,48.0, 52.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, خوان سيسكوماني, كيرستن إنجل
  AZ-07, أريزونا 7, 0.565, 99.435,65.3, 34.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لويس بوزولو, راؤول جريجالفا
  AZ-08, أريزونا 8, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديبي ليسكو, حزب ديمقراطي
  AZ-09, أريزونا 9, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بول جوسار, حزب ديمقراطي
  CA-10, كاليفورنيا العاشر, 0.0, 99.925,75.6, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, مارك ديسولنييه
  CA-11, كاليفورنيا 11, 0.0, 100.0,82.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, نانسي بيلوسي
  CA-01, كاليفورنيا 1, 99.69, 0.31,34.2, 65.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دوغ لامالفا, ماكس شتاينر
  CA-12, كاليفورنيا 12, 0.0, 100.0,83.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, باربرا لي
  CA-13, كاليفورنيا 13, 35.4675, 64.5325,51.5, 48.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون دوارتي, آدم جراي
  CA-14, كاليفورنيا 14, 0.0475, 99.9525,71.2, 28.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أليسون هايدن, إريك سوالويل
  CA-15, كاليفورنيا 15, 0.0, 92.9825,58.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, كيفن مولين
  CA-16, كاليفورنيا 16, 0.0, 99.98,67.6, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, آنا جي إيشو
  CA-17, كاليفورنيا 17, 0.0725, 99.92750000000001,73.1, 26.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ريتيش تاندون, رو خانا
  CA-18, كاليفورنيا 18, 0.0625, 99.9375,71.0, 29.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بيتر هيرنانديز, زوي لوفغرين
  CA-19, كاليفورنيا 19, 0.08, 99.92,68.7, 31.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيف جورمان, جيمي بانيتا
  CA-20, كاليفورنيا 20, 99.925, 0.075,30.8, 69.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيفن مكارثي, ماريسا وود
  CA-21, كاليفورنيا 21, 23.48, 76.52,53.2, 46.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايكل ماهر, جيم كوستا
  CA-02, كاليفورنيا 2, 0.02, 99.98,72.8, 27.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دوغلاس بروير, جاريد هوفمان
  CA-22, كاليفورنيا 22, 40.2075, 59.7925,51.1, 48.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ديفيد جي فالاداو, رودي سالاس
  CA-23, كاليفورنيا 23, 99.0325, 0.9674999999999999,37.4, 62.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جاي أوبيرنولت, ديريك مارشال
  CA-24, كاليفورنيا 24, 0.715, 99.285,63.6, 36.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, براد ألين, Salud Carbajal
  CA-25, كاليفورنيا 25, 4.56, 95.44,58.9, 41.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بريان إي هوكينز, راؤول رويز
  CA-26, كاليفورنيا 26, 13.2525, 86.7475,54.6, 45.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مات جاكوبس, جوليا براونلي
  CA-27, كاليفورنيا 27, 56.0675, 43.9325,49.3, 50.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك جارسيا, كريستي سميث
  CA-28, كاليفورنيا 28, 0.2225, 99.7775,66.6, 33.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ويس هولمان, جودي تشو
  CA-29, كاليفورنيا 29, 0.0, 99.74,64.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, توني كارديناس
  CA-30, كاليفورنيا 30, 0.0, 100.0,75.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, آدم ب. شيف
  CA-31, كاليفورنيا 31, 0.455, 99.54499999999999,65.9, 34.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دانيال بوسيك مارتينيز, جريس إف نابوليتانو
  CA-03, كاليفورنيا الثالثة, 82.7375, 17.2625,45.4, 54.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيفن كيلي, كيرميت جونز
  CA-32, كاليفورنيا 32, 0.0675, 99.9325,69.8, 30.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لوسي لابوانت فولوتزكي, براد شيرمان
  CA-33, كاليفورنيا 33, 1.43, 98.57000000000001,63.3, 36.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون مارك بورتر, بيت أجيلار
  CA-34, كاليفورنيا 34, 0.0, 79.2925,54.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيمي جوميز
  CA-35, كاليفورنيا 35, 0.5125000000000001, 99.4875,64.9, 35.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايك كارجيل, نورما جيه توريس
  CA-36, كاليفورنيا 36, 0.0375, 99.9625,70.8, 29.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو إي كولينز الثالث, تيد دبليو ليو
  CA-37, كاليفورنيا 37, 0.0, 99.4225,63.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, سيدني كاملاجر
  CA-38, كاليفورنيا 38, 0.3575, 99.6425,65.5, 34.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك جيه تشينج, ليندا تي سانشيز
  CA-39, كاليفورنيا 39, 1.195, 98.80499999999999,63.5, 36.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أجا سميث, مارك تاكانو
  CA-40, كاليفورنيا 40, 92.0725, 7.9275,44.3, 55.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, يونغ كيم, عاصف محمود
  CA-41, كاليفورنيا 41, 92.71000000000001, 7.290000000000001,44.5, 55.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كين كالفيرت, ويل رولينز
  CA-04, كاليفورنيا الرابعة, 0.1175, 99.8825,66.7, 33.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مات بروك, مايك طومسون
  CA-42, كاليفورنيا 42, 0.1525, 99.8475,68.2, 31.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون بريسكو, روبرت جارسيا
  CA-43, كاليفورنيا 43, 0.0, 100.0,79.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ماكسين ووترز
  CA-44, كاليفورنيا 44, 0.01, 99.99,73.4, 26.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بول جونز, نانيت دياز باراجان
  CA-45, كاليفورنيا 45, 81.61, 18.39,45.3, 54.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ميشيل ستيل, جاي إف تشن
  CA-46, كاليفورنيا 46, 0.35, 99.65,66.3, 33.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستوفر جي جونزاليس, لو كوريا
  CA-47, كاليفورنيا 47, 14.86, 85.14,55.5, 44.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوت بوغ, كاتي بورتر
  CA-48, كاليفورنيا 48, 99.5825, 0.4175,35.1, 64.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, داريل عيسى, ستيفن هولاهان
  CA-49, كاليفورنيا 49, 14.3575, 85.6425,55.2, 44.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بريان ماريوت, مايك ليفين
  CA-50, كاليفورنيا 50, 0.3399999999999999, 99.66000000000001,65.2, 34.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كوري جوستافسون, سكوت بيترز
  CA-51, كاليفورنيا 51, 0.9575, 99.0425,62.8, 37.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستان كابلان, سارة جاكوبس
  CA-05, كاليفورنيا 5, 99.30499999999999, 0.695,36.5, 63.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم مكلينتوك, مايكل ج. &quot;مايك&quot; باركلي
  CA-52, كاليفورنيا 52, 0.08, 99.92,69.0, 31.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر جيفيني, خوان فارغاس
  CA-06, كاليفورنيا 6, 4.4725, 95.5275,58.9, 41.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تاميكا هاميلتون, عامي بيرا
  CA-07, كاليفورنيا 7, 0.1025, 99.8975,67.6, 32.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماكس سيمينينكو, دوريس ماتسوي
  CA-08, كاليفورنيا 8, 0.0025, 99.99749999999999,74.3, 25.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, رودي ريسيل, جون جاراميندي
  CA-09, كاليفورنيا 9, 32.5725, 67.4275,52.0, 48.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم باتي, جوش هاردر
  CO-01, كولورادو 1, 0.005, 99.995,74.3, 21.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جينيفر كالتري, ديانا ديجيت
  CO-02, كولورادو 2, 0.1225, 99.8775,65.7, 29.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارشال داوسون, جو نجوز
  CO-03, كولورادو 3, 82.8225, 17.1775,46.1, 53.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لورين بويبرت, آدم فريش
  CO-04, كولورادو الرابعة, 99.685, 0.315,32.4, 63.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كين باك, آيك مكوركل
  CO-05, كولورادو الخامس, 99.48, 0.52,33.8, 62.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دوج لامبورن, ديفيد توريس
  CO-06, كولورادو 6, 2.5825, 97.4175,58.5, 37.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن موناهان, جايسون كرو
  CO-07, كولورادو 7, 32.945, 67.05499999999999,49.3, 46.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك آدلاند, بريتاني بيترسين
  CO-08, كولورادو 8, 75.2025, 24.7975,45.6, 50.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باربرا كيركمير, ياديرا كارافيو
  CT-01, كونيتيكت 1, 1.13, 98.87,61.1, 36.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لاري لازور, جون ب. لارسون
  CT-02, كونيتيكت 2, 2.3975, 97.6025,56.6, 40.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايك فرنسا, جو كورتني
  CT-03, كونيتيكت الثالثة, 4.52, 95.48,57.2, 39.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ليزلي دينارديس, روزا إل ديلورو
  CT-04, كونيتيكت الرابعة, 2.275, 97.725,58.2, 41.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جايمي ستيفنسون, جيم هيمز
  CT-05, كونيتيكت 5, 42.35749999999999, 57.6425,50.6, 49.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جورج لوجان, جهانا هايز
  DE-AL, ولاية ديلاوير At-Large, 3.907499999999999, 96.0925,54.9, 41.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لي ميرفي, ليزا بلانت روتشستر
  FL-10, فلوريدا العاشر, 1.214999999999999, 98.785,60.5, 35.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كالفن ب. ويمبيش, ماكسويل اليخاندرو فروست
  FL-11, فلوريدا 11, 99.275, 0.7250000000000001,35.3, 62.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دانيال ويبستر, شانت مونز
  FL-01, فلوريدا 1, 96.85000000000001, 3.15,41.3, 58.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مات جايتز, ربيكا جونز
  FL-12, فلوريدا 12, 99.88749999999999, 0.1124999999999999,31.4, 68.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوس مايكل بيليراكيس, كيمبرلي ووكر
  FL-13, فلوريدا 13, 67.1675, 32.83249999999999,47.1, 50.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آنا بولينا لونا, اريك لين
  FL-14, فلوريدا 14, 3.325, 96.675,59.5, 40.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس جادج, كاثي كاستور
  FL-15, فلوريدا 15, 81.595, 18.40499999999999,46.7, 53.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لوريل لي, آلان إم كوهن
  FL-16, فلوريدا 16, 98.1625, 1.8375,39.0, 61.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فيرن بوكانان, جان شنايدر
  FL-17, فلوريدا 17, 99.2725, 0.7250000000000001,34.7, 62.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج ستيوب, أندريا دوريا كالي
  FL-18, فلوريدا 18, 99.99249999999999, 0.0,0.0, 84.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سكوت فرانكلين, حزب ديمقراطي
  FL-19, فلوريدا 19, 99.74, 0.26,34.1, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بايرون دونالدز, سيندي بانياي
  FL-20, فلوريدا 20, 0.005, 99.995,74.7, 25.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, درو مونتيز كلارك, شيلا تشيرفيلوس ماكورميك
  FL-21, فلوريدا 21, 98.28750000000001, 1.7125,39.0, 61.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بريان ماست, كورينا بالديراموس روبنسون
  FL-02, فلوريدا 2, 86.76, 13.23999999999999,46.0, 54.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيل دن, آل لوسون
  FL-22, فلوريدا 22, 3.2125, 96.78750000000001,59.8, 40.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دان فرانزيس, لويس فرانكل
  FL-23, فلوريدا 23, 27.65, 72.35000000000001,51.3, 45.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو بود, جاريد موسكويتز
  FL-24, فلوريدا 24, 0.0075, 99.99249999999999,75.4, 24.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيسوس جي نافارو, فريدريكا ويلسون
  FL-25, فلوريدا 25, 1.735, 98.265,61.3, 38.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارلا سبالدينج, ديبي واسرمان شولتز
  FL-26, فلوريدا 26, 97.8875, 2.1125,38.4, 61.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريو دياز بالارت, كريستين ألكساندريا أوليفو
  FL-27, فلوريدا 27, 70.54249999999999, 29.45749999999999,47.7, 52.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريا إلفيرا سالازار, أنيت تادو
  FL-28, فلوريدا 28, 91.1925, 8.8075,43.9, 56.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كارلوس أ جيمينيز, روبرت أسينسيو
  FL-03, فلوريدا الثالثة, 98.835, 1.165,36.5, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كات كاماك, دانييل هوك
  FL-04, فلوريدا الرابعة, 94.08999999999999, 5.91,44.4, 55.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آرون بين, LaShonda &quot;L.J.&quot; هولواي
  FL-05, فلوريدا الخامس, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون رذرفورد, حزب ديمقراطي
  FL-06, فلوريدا 6, 99.99249999999999, 0.0,0.0, 83.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل والتز, حزب ديمقراطي
  FL-07, فلوريدا 7, 91.92, 8.08,43.1, 56.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كوري ميلز, كارين جرين
  FL-08, فلوريدا 8, 99.47500000000001, 0.525,35.6, 64.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل بوسي, جوان تيري
  FL-09, فلوريدا 9, 2.1525, 97.8475,60.6, 39.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوتي مور, دارين سوتو
  GA-10, جورجيا 10, 99.4425, 0.5575,36.8, 63.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك كولينز, تابيثا جونسون جرين
  GA-11, جورجيا 11, 99.8225, 0.1775,34.3, 65.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باري لودرميلك, انطونيو دازا
  GA-01, جورجيا 1, 99.2175, 0.7825000000000001,37.3, 62.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إيرل إل &quot;بادي&quot; كارتر, واد الرنجة
  GA-12, جورجيا 12, 98.555, 1.444999999999999,38.5, 61.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريك دبليو ألين, إليزابيث &quot;ليز&quot; جونسون
  GA-13, جورجيا 13, 0.0025, 99.99749999999999,76.3, 23.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, قيصر جونزاليس, ديفيد سكوت
  GA-14, جورجيا 14, 99.985, 0.015,27.1, 72.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارجوري تايلور جرين, زهور ماركوس
  GA-02, جورجيا الثانية, 19.1675, 80.8325,52.8, 47.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس ويست, سانفورد بيشوب
  GA-03, جورجيا الثالثة, 99.9825, 0.01749999999999999,29.9, 70.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, درو فيرجسون, فال المونورد
  GA-04, جورجيا الرابعة, 0.0075, 99.99249999999999,75.2, 24.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوناثان شافيز, Henry C. &quot;Hank&quot; Johnson Jr.
  GA-05, جورجيا 5, 0.0, 100.0,78.8, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, نيكيما ويليامز
  GA-06, جورجيا 6, 98.2225, 1.777499999999999,38.8, 61.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريتش ماكورميك, بوب كريستيان
  GA-07, جورجيا 7, 2.45, 97.55,60.6, 39.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارك غونسالفيس, لوسي ماكباث
  GA-08, جورجيا 8, 99.91499999999999, 0.08499999999999999,31.4, 68.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أوستن سكوت, داريوس بتلر
  GA-09, جورجيا 9, 99.99249999999999, 0.0075,26.6, 73.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أندرو كلايد, مايكل &quot;مايك&quot; فورد
  HI-01, هاواي 1, 0.2975, 99.7025,67.4, 32.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كونراد كريس, إد حالة
  HI-02, هاواي 2, 1.35, 98.65,61.9, 34.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جو أكانا, جيل إن توكودا
  IA-01, آيوا 1, 78.5975, 21.4025,46.9, 53.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماريانيت ميلر ميكس, كريستينا بوهانان
  IA-02, ايوا 2, 78.9975, 21.00249999999999,46.7, 53.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اشلي هينسون, ليز ماتيس
  IA-03, ايوا 3, 53.9175, 46.08249999999999,49.6, 50.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, زاك نان, سيندي اكسن
  IA-04, ايوا 4, 99.68249999999999, 0.3175,32.8, 64.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, راندي فينسترا, ريان ميلتون
  ID-01, ايداهو 1, 99.9825, 0.01749999999999999,24.2, 71.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, روس فولشر, كايلي بيترسون
  ID-02, ايداهو 2, 99.775, 0.2249999999999999,33.9, 66.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك سيمبسون, ويندي نورمان
  IL-10, إلينوي 10, 6.132499999999999, 93.8675,56.2, 43.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوزيف سيفيرينو, براد شنايدر
  IL-11, إلينوي 11, 5.755, 94.245,58.0, 42.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كاتالينا لوف, بيل فوستر
  IL-01, إلينوي 1, 0.08499999999999999, 99.91499999999999,68.2, 31.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك كارلسون, جوناثان إل جاكسون
  IL-12, إلينوي 12, 99.9825, 0.01749999999999999,27.2, 72.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك بوست, هوميروس &quot;تشيب&quot; ماركيل
  IL-13, إلينوي 13, 34.0175, 65.9825,51.6, 48.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ريجان ديرينج, نيكي بودزينسكي
  IL-14, إلينوي 14, 11.03, 88.97,56.0, 44.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سكوت ر.جريدر, لورين أندروود
  IL-15, إلينوي 15, 99.97749999999999, 0.0225,28.8, 71.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماري ميلر, بول جيه لانج
  IL-16, إلينوي 16, 99.685, 0.315,34.8, 65.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دارين لحود, إليزابيث هديرلين
  IL-17, إلينوي 17, 34.89499999999999, 65.10249999999999,51.4, 48.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, استير جوي كينج, إريك سورنسن
  IL-02, إلينوي 2, 0.0275, 99.9725,70.6, 29.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توماس لينش, روبن كيلي
  IL-03, إلينوي 3, 0.205, 99.795,66.1, 33.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جاستن بوراو, ديليا راميريز
  IL-04, إلينوي 4, 0.0125, 99.9875,70.7, 25.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيمس فالاكوس, جيسوس &quot;تشوي&quot; جارسيا
  IL-05, إلينوي 5, 0.0775, 99.9225,67.6, 29.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تومي هانسون, مايك كويجلي
  IL-06, إلينوي 6, 10.6325, 89.3675,56.2, 43.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كيث بيكاو, شون كاستن
  IL-07, إلينوي 7, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, داني ك.ديفيز
  IL-08, إلينوي 8, 17.325, 82.675,53.8, 46.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس دارجيس, رجا كريشنامورثي
  IL-09, إلينوي 9, 0.03, 99.97,70.1, 29.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماكسويل &quot;ماكس&quot; رايس, جانيس دي شاكوسكي
  IN-01, إنديانا 1, 14.7925, 85.2075,54.0, 46.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جينيفر روث جرين, فرانك ج
  IN-02, إنديانا 2, 97.88, 2.117499999999999,37.0, 59.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رودولف ياكيم, بول دي ستوري
  IN-03, إنديانا الثالثة, 99.91, 0.09,29.8, 66.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم بانكس, غاري إل سنايدر
  IN-04, إنديانا 4, 99.94, 0.06,31.7, 68.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم بيرد, روجر دي داي
  IN-05, إنديانا 5, 99.4225, 0.5775,36.1, 63.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فيكتوريا سبارتز, جينين لي ليك
  IN-06, إنديانا 6, 99.9575, 0.04249999999999999,30.2, 69.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج بنس, سينثيا &quot;سيندي&quot; ويرث
